Image_URL,JSON_File,Actual_Weight,Day/Date,Type,Number,relative_path,image_path,pixel_area
F:\WeightPrediction\Images\evaluation\IMG_2602.jpg,,1900,16/02/2025,evaluation,14.0,IMG_2602.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2602.jpg,109772
F:\WeightPrediction\Images\evaluation\IMG_2603.jpg,,1900,16/02/2025,evaluation,14.0,IMG_2603.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2603.jpg,107117
F:\WeightPrediction\Images\evaluation\IMG_2604.jpg,,1900,16/02/2025,evaluation,14.0,IMG_2604.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2604.jpg,107776
F:\WeightPrediction\Images\evaluation\IMG_2634.jpg,,1820,17/02/2025,evaluation,1.0,IMG_2634.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2634.jpg,110465
F:\WeightPrediction\Images\evaluation\IMG_2637.jpg,,1820,17/02/2025,evaluation,1.0,IMG_2637.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2637.jpg,107104
F:\WeightPrediction\Images\evaluation\IMG_2636.jpg,,1820,17/02/2025,evaluation,1.0,IMG_2636.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2636.jpg,110494
F:\WeightPrediction\Images\evaluation\IMG_2662.jpg,,1925,17/02/2025,evaluation,8.0,IMG_2662.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2662.jpg,117573
F:\WeightPrediction\Images\evaluation\IMG_2663.jpg,,1925,17/02/2025,evaluation,8.0,IMG_2663.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2663.jpg,116729
F:\WeightPrediction\Images\evaluation\IMG_2664.jpg,,1925,17/02/2025,evaluation,8.0,IMG_2664.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2664.jpg,115442
F:\WeightPrediction\Images\evaluation\IMG_2665.jpg,,1925,17/02/2025,evaluation,8.0,IMG_2665.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2665.jpg,116354
F:\WeightPrediction\Images\evaluation\IMG_2673.jpg,,1835,17/02/2025,evaluation,10.0,IMG_2673.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2673.jpg,113487
F:\WeightPrediction\Images\evaluation\IMG_2670.jpg,,1835,17/02/2025,evaluation,10.0,IMG_2670.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2670.jpg,115247
F:\WeightPrediction\Images\evaluation\IMG_2671.jpg,,1835,17/02/2025,evaluation,10.0,IMG_2671.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2671.jpg,112221
F:\WeightPrediction\Images\evaluation\IMG_2672.jpg,,1835,17/02/2025,evaluation,10.0,IMG_2672.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2672.jpg,117060
F:\WeightPrediction\Images\evaluation\IMG_2733.jpg,,2340,18/02/2025,evaluation,4.0,IMG_2733.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2733.jpg,111641
F:\WeightPrediction\Images\evaluation\IMG_2730.jpg,,2340,18/02/2025,evaluation,4.0,IMG_2730.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2730.jpg,111296
F:\WeightPrediction\Images\evaluation\IMG_2731.jpg,,2340,18/02/2025,evaluation,4.0,IMG_2731.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2731.jpg,110107
F:\WeightPrediction\Images\evaluation\IMG_2732.jpg,,2340,18/02/2025,evaluation,4.0,IMG_2732.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2732.jpg,110861
F:\WeightPrediction\Images\evaluation\IMG_2741.jpg,,2440,18/02/2025,evaluation,6.0,IMG_2741.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2741.jpg,143714
F:\WeightPrediction\Images\evaluation\IMG_2738.jpg,,2440,18/02/2025,evaluation,6.0,IMG_2738.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2738.jpg,140200
F:\WeightPrediction\Images\evaluation\IMG_2739.jpg,,2440,18/02/2025,evaluation,6.0,IMG_2739.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2739.jpg,138356
F:\WeightPrediction\Images\evaluation\IMG_2740.jpg,,2440,18/02/2025,evaluation,6.0,IMG_2740.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2740.jpg,140850
F:\WeightPrediction\Images\evaluation\IMG_2781.jpg,,2270,18/02/2025,evaluation,16.0,IMG_2781.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2781.jpg,108532
F:\WeightPrediction\Images\evaluation\IMG_2778.jpg,,2270,18/02/2025,evaluation,16.0,IMG_2778.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2778.jpg,109508
F:\WeightPrediction\Images\evaluation\IMG_2779.jpg,,2270,18/02/2025,evaluation,16.0,IMG_2779.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2779.jpg,110063
F:\WeightPrediction\Images\evaluation\IMG_2780.jpg,,2270,18/02/2025,evaluation,16.0,IMG_2780.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_2780.jpg,109158
F:\WeightPrediction\Images\evaluation\IMG_3406.jpg,,235,07/01/2026,evaluation,2.0,IMG_3406.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_3406.jpg,23875
F:\WeightPrediction\Images\evaluation\IMG_3403.jpg,,235,07/01/2026,evaluation,2.0,IMG_3403.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_3403.jpg,24437
F:\WeightPrediction\Images\evaluation\IMG_3404.jpg,,235,07/01/2026,evaluation,2.0,IMG_3404.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_3404.jpg,24081
F:\WeightPrediction\Images\evaluation\IMG_3405.jpg,,235,07/01/2026,evaluation,2.0,IMG_3405.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_3405.jpg,23633
F:\WeightPrediction\Images\evaluation\IMG_3407.jpg,,295,07/01/2026,evaluation,3.0,IMG_3407.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_3407.jpg,26772
F:\WeightPrediction\Images\evaluation\IMG_3408.jpg,,295,07/01/2026,evaluation,3.0,IMG_3408.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_3408.jpg,26233
F:\WeightPrediction\Images\evaluation\IMG_3409.jpg,,295,07/01/2026,evaluation,3.0,IMG_3409.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_3409.jpg,25475
F:\WeightPrediction\Images\evaluation\IMG_3410.jpg,,295,07/01/2026,evaluation,3.0,IMG_3410.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_3410.jpg,25435
F:\WeightPrediction\Images\evaluation\IMG_3435.jpg,,250,07/01/2026,evaluation,10.0,IMG_3435.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_3435.jpg,23789
F:\WeightPrediction\Images\evaluation\IMG_3436.jpg,,250,07/01/2026,evaluation,10.0,IMG_3436.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_3436.jpg,22393
F:\WeightPrediction\Images\evaluation\IMG_3437.jpg,,250,07/01/2026,evaluation,10.0,IMG_3437.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_3437.jpg,22691
F:\WeightPrediction\Images\evaluation\IMG_3438.jpg,,250,07/01/2026,evaluation,10.0,IMG_3438.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_3438.jpg,22726
F:\WeightPrediction\Images\evaluation\IMG_3483.jpg,,295,07/01/2026,evaluation,21.0,IMG_3483.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_3483.jpg,28346
F:\WeightPrediction\Images\evaluation\IMG_3484.jpg,,295,07/01/2026,evaluation,21.0,IMG_3484.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_3484.jpg,28214
F:\WeightPrediction\Images\evaluation\IMG_3485.jpg,,295,07/01/2026,evaluation,21.0,IMG_3485.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_3485.jpg,27251
F:\WeightPrediction\Images\evaluation\IMG_3486.jpg,,295,07/01/2026,evaluation,21.0,IMG_3486.jpg,/content/drive/MyDrive/Chicken1024/evaluation/IMG_3486.jpg,26700
